CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,
"8083","HIST 510","1","The Amer Historian as Teacher","3","","Lec","W","1600-1845","MCM 216","Sellars, N","2","Open",
"8133","HONR 010","1","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"8134","HONR 010","2","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","4","Open",
"8135","HONR 010","3","First Year Activities","0","  HON","Fie","","","ARR ","Paul, J","34","Open",
"8136","HONR 020","1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"8137","HONR 020","2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"8138","HONR 020","3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, J","24","Open",
"8139","HONR 030","1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","0","Closed",
"8140","HONR 030","2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","16","Open",
"8141","HONR 030","3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, J","38","Open",
"8142","HONR 040","1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","13","Open",
"8143","HONR 040","2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","29","Open",
"8144","HONR 040","3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, J","31","Open",
"8145","HONR 300","1","The Evolution of Physics","3","  HON","Lec","TR","1330-1445","LUTR 264","Heddle, D","8","Open",
"8146","HONR 301","1","Stem Cells: Science &amp; Society","3","  HON","Lec","MWF","1000-1050","MCM 216","Meighan, C","0","Closed",
"8147","HONR 317","1","Youth Violence","3","  HON","Lec","MW","1600-1715","MCM 210","Waldron, L","0","Closed",
"8164","HONR 317","2","Youth Violence","3","  HON","Lec","MW","1800-1915","MCM 210","Waldron, L","0","Closed",
"8148","HONR 319","1","The Lotus Sutra","3","  HON","Lec","MWF","1100-1150","MCM 216","Thompson, J","8","Open",
"8149","HONR 322","1","The American Worldview","3","  HON","Lec","MWF","1300-1350","MCM 212","Falk, A","0","Closed",
"8252","HONR 329","1","Imagined &amp; Real Communities","3","  HON","Lec","TR","0930-1045","MCM 216","Mulryan, M","0","Closed",
"8227","HONR 347","1","Trilogy Wars","3","  HON","Lec","TR","1630-1745","FERG 207","Padilla, M","0","Closed",
"8253","HONR 348","1","Page, Stage &amp; Image","3","  HON","Lec","MWF","1400-1450","FERG 207","Godwin, L","1","Open",
"8254","HONR 354","1","Computer Science &amp; Theology","3","  HON","Lec","TR","1500-1615","LUTR 139","Siochi, A","3","Open",
"8151","HONR 360","1","Arguing about Education","3","  HON","Lec","TR","1100-1215","FERG 207","Steiner, M","0","Closed",
"8175","HONR 362","1","Springing to Freedom","3","  HON","Lec","MW","1600-1715","MCM 314","Rizova, T","1","Open",
"8177","HONR 363","1","The Human across Cultures","3","  HON","Lec","TR","1330-1445","MCM 310","Jelinek, E","0","Closed",
"8326","HONR 371","1","The Classic/Crass/Cult","3","  HON","Lec","TR","0930-1045","MCM 207","Nichols, J","0","Closed",
"8327","HONR 372","1","Visions of Humanity","3","  HON","Lec","MWF","1100-1150","TRIB 208","Cusher, B","0","Closed",
"8351","HONR 381","1","Major-Related Indpdnt Study","0 - 3","  HON","Ind","","","ARR ARR","Paul, J","0","Closed",
"8192","HONR 382","1","HNRS: Civic Engagement","1 - 3","  HON","Lec","","","ARR ","Paul, J","26","Open",
"8352","HONR 382","2","HNRS: Civic Engagement","1 - 3","  HON","Lec","","","ARR ARR","Paul, J","0","Closed",
"8152","HONR 383","1","HNRS: Study Abroad","0","  HON","Lec","","","ARR ","Paul, J","0","Closed",
"8159","HONR 484","1","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, J","1","Open",
"8160","HONR 484","2","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, J","36","Open",
"8161","HONR 484","3","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, J","36","Open",
"8162","HONR 490","W1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","MCM 366","Paul, J","0","Closed",
"8163","HONR 490","W2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 300D","Timani, H","0","Closed",
"8171","HONR 490","W3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1330-1445","MCM 316","Paul, J","0","Closed",
"8277","HORN 334","1","Applied Music: Horn","2","","Lab","","","ARR ","Wick, D","0","Closed",
"8278","HORN 432","1","Applied Music: Horn","1","","Lab","","","ARR ","Wick, D","0","Closed",
"7200","IDST 210","1","Childhood Study: Hist, Lit, Ed","3","","Lec","TR","1630-1745","MCM 260","Shortsleeve, K","0","Closed",
"7316","IDST 490","1","IDST Capstone Project","3","","Ind","","","ARR ","Velkey, A","0","Closed",
"8279","IMPR 130","1","Apl Music Minor: Improvisation","1 - 2","","Lab","","","ARR ","Whitaker, E","0","Closed",
"8280","IMPR 334","1","Applied Music: Improvisation","2","","Lab","","","ARR ","Whitaker, E","0","Closed",
"8281","IMPR 334","2","Applied Music: Improvisation","2","","Lab","","","ARR ","Rossum, K","0","Closed",
"8282","IMPR 434","1","Applied Music: Improvisation","2","","Lab","","","ARR ","Rossum, K","0","Closed",
"7262","ITAL 102","1","Beginning Italian II","3","","Lec","MWF","1300-1350","MCM 364","Calabrese, F","1","Open",
"7263","ITAL 102","2","Beginning Italian II","3","","Lec","MWF","1400-1450","MCM 364","Calabrese, F","5","Open",
"7264","ITAL 202","1","Intermediate Italian II","3","  LLF","Lec","MWF","1100-1150","MCM 314","Calabrese, F","15","Open",
"7265","LATN 102","1","Beginning Latin II","3","","Lec","MWF","1300-1350","MCM 366","Pollio, D","0","Closed",
"7266","LATN 102","2","Beginning Latin II","3","","Lec","MWF","1400-1450","MCM 366","Pollio, D","2","Open",
"7267","LATN 202","1","Intermediate Latin II","3","  LLF","Lec","TR","1630-1745","MCM 357","Adamitis, J","2","Open",
"7268","LATN 306","1","Epistles","3","","Lec","MWF","1400-1450","MCM 316","Motta, R","10","Open",
"7269","LATN 406","1","Epistles","3","  LLF","Lec","MWF","1400-1450","MCM 316","Motta, R","3","Open",
"7403","LDSP 230","1","Leadership Through the Ages","3","  AIII","Lec","MWF","0800-0850","LUTR 139","Cusher, B","0","Closed",
"7412","LDSP 230","10","Leadership Through the Ages","3","  AIII","Lec","TR","0800-0915","LUTR 264","Harter, N","0","Closed",
"7413","LDSP 230","11","Leadership Through the Ages","3","  AIII","Lec","MWF","1200-1250","FORBES 2070A","Heuvel, S","0","Closed",
"7414","LDSP 230","12","Leadership Through the Ages","3","  AIII","Lec","TR","1330-1445","FORBES 3014","Tian, Q","0","Closed",
"7415","LDSP 230","13","Leadership Through the Ages","3","  AIII","Lec","TR","1330-1445","LUTR 131","Throupe, L","0","Closed",
"7416","LDSP 230","14","Leadership Through the Ages","3","  AIII","Lec","TR","1500-1615","FORBES 3014","Tian, Q","0","Closed",
"7417","LDSP 230","15","Leadership Through the Ages","3","  AIII","Lec","TR","1630-1745","FORBES 2070A","Redekop, B","0","Closed",
"7418","LDSP 230","16","Leadership Through the Ages","3","  AIII","Lec","TR","1800-1915","LUTR 142","Harter, N","0","Closed",
"7404","LDSP 230","2","Leadership Through the Ages","3","  AIII","Lec","MWF","0900-0950","LUTR 139","Cusher, B","0","Closed",
"7405","LDSP 230","3","Leadership Through the Ages","3","  AIII","Lec","MWF","1000-1050","MCM 310","Carter, J","0","Closed",
"7406","LDSP 230","4","Leadership Through the Ages","3","  AIII","Lec","MWF","1100-1150","MCM 310","Carter, J","0","Closed",
"7407","LDSP 230","5","Leadership Through the Ages","3","  AIII","Lec","MWF","1300-1350","LUTR 242","Carter, J","0","Closed",
"7408","LDSP 230","6","Leadership Through the Ages","3","  AIII","Lec","MWF","1300-1350","LUTR 131","Heuvel, S","0","Closed",
"7409","LDSP 230","7","Leadership Through the Ages","3","  AIII","Lec","MWF","1400-1450","LUTR 131","Heuvel, S","0","Closed",
"7410","LDSP 230","8","Leadership Through the Ages","3","  AIII","Lec","M","1800-2100","LUTR 347","Throupe, L","0","Closed",
"7422","LDSP 380","1","Women and Leadership","3","","Lec","TR","0930-1045","LUTR 131","Shollen, S","0","Closed",
"8228","LDSP 384","1","Leading Change","3","","Lec","MWF","0900-0950","FORBES 2012","Hinz, J","0","Closed",
"8229","LDSP 384","2","Leading Change","3","","Lec","MWF","1500-1550","LUTR 264","Hinz, J","7","Open",
"7424","LDSP 386","1","Values Leadership","3","","Lec","MWF","0900-0950","FORBES 2090","Heuvel, S","0","Closed",
"7434","LDSP 386","10","Values Leadership","3","","Lec","MW","1800-1915","LUTR 269","Sheffield, R","1","Open",
"7426","LDSP 386","2","Values Leadership","3","","Lec","MWF","1000-1050","FORBES 2090","Heuvel, S","0","Closed",
"7427","LDSP 386","3","Values Leadership","3","","Lec","MWF","1100-1150","FORBES 2070C","Hinz, J","0","Closed",
"7428","LDSP 386","4","Values Leadership","3","","Lec","MWF","1200-1250","FORBES 2070C","Hinz, J","2","Open",
"7430","LDSP 386","6","Values Leadership","3","","Lec","TR","1100-1215","LUTR 242","Throupe, L","0","Closed",
"7431","LDSP 386","7","Values Leadership","3","","Lec","TR","1330-1445","LUTR 242","Shollen, S","0","Closed",
"7432","LDSP 386","8","Values Leadership","3","","Lec","TR","1500-1615","LUTR 242","Shollen, S","1","Open",
"7433","LDSP 386","9","Values Leadership","3","","Lec","TR","1630-1745","LUTR 264","Throupe, L","1","Open",
"7435","LDSP 395","1","SP TPC:Ldsp for Social Justice","3","","Lec","MW","1600-1715","FORBES 2058","Gagnon, E","0","Closed",
"7436","LDSP 395","2","SP TPC: Mind of the Leader","3","","Lec","TR","0930-1045","LUTR 264","Harter, N","0","Closed",
"7437","LDSP 395","3","SP TPC:Creativity &amp; Leadership","3","","Lec","TR","1800-1915","LUTR 242","Chavez, C","6","Open",
"7438","LDSP 491","W1","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1100-1150","LUTR 111","Gagnon, E","0","Closed",
"7439","LDSP 491","W2","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1200-1250","LUTR 111","Gagnon, E","0","Closed",
"7440","LDSP 491","W3","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1400-1450","LUTR 242","Gagnon, E","0","Closed",
"7441","LDSP 491","W4","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1500-1550","FORBES 2058","Gagnon, E","0","Closed",
"7443","LDSP 491","W5","WI: Leadership Internship Sem","3","  WI","Lec","TR","1100-1215","MCM 200C","Chavez, C","0","Closed",
"7444","LDSP 491","W6","WI: Leadership Internship Sem","3","  WI","Lec","TR","1630-1745","LUTR 111","Chavez, C","0","Closed",
"7768","MATH 109","1","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","1100-1215","LUTR 372","Lenhart, S","0","Closed",
"7769","MATH 109","2","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","1330-1445","LUTR 372","Lenhart, S","0","Closed",
"7770","MATH 109","3","Thrthcl Fndtn of Elem Schl Mth","3","","Lec","TR","1630-1745","LUTR 372","Mignogna, V","9","Open",
"7771","MATH 110","1","College Algebra","3","","Lec","TR","0800-0915","LUTR 372","Tong, Z","17","Open",
"7772","MATH 115","1","Contemporary Mathematics","3","  LLF","Lec","MWF","1000-1050","LUTR 372","Edradan, A","0","Closed",
"7773","MATH 115","2","Contemporary Mathematics","3","  LLF","Lec","MWF","1300-1350","LUTR 372","Carpenter, R","0","Closed",
"7774","MATH 115","3","Contemporary Mathematics","3","  LLF","Lec","MWF","1400-1450","LUTR 376","Carpenter, R","0","Closed",
"7775","MATH 115","4","Contemporary Mathematics","3","  LLF","Lec","TR","0800-0915","LUTR 376","Martin, J","5","Open",
"7776","MATH 115","5","Contemporary Mathematics","3","  LLF","Lec","TR","0930-1045","LUTR 376","Martin, J","0","Closed",
"7777","MATH 115","6","Contemporary Mathematics","3","  LLF","Lec","TR","1500-1615","LUTR 376","Wrayno, P","0","Closed",
"7778","MATH 115","7","Contemporary Mathematics","3","  LLF","Lec","TR","1630-1745","LUTR 376","Indika, S","22","Open",
"7780","MATH 125","1","Elementary Statistics","3","  LLF","Lec","MWF","0800-0850","LUTR 376","Ambrozewicz, P","0","Closed",
"7789","MATH 125","10","Elementary Statistics","3","  LLF","Lec","TR","1100-1215","LUTR 347","Comer, M","0","Closed",
"7790","MATH 125","11","Elementary Statistics","3","  LLF","Lec","TR","1330-1445","LUTR 376","Bradie, B","0","Closed",
"7791","MATH 125","12","Elementary Statistics","3","  LLF","Lec","TR","1500-1615","LUTR 347","Vasilyev, Y","0","Closed",
"7792","MATH 125","13","Elementary Statistics","3","  LLF","Lec","TR","1630-1745","LUTR 347","Hallare, F","0","Closed",
"7781","MATH 125","2","Elementary Statistics","3","  LLF","Lec","MWF","0900-0950","LUTR 376","Steckroth, J","0","Closed",
"7782","MATH 125","3","Elementary Statistics","3","  LLF","Lec","MWF","1000-1050","LUTR 376","Khalili, P","0","Closed",
"7783","MATH 125","4","Elementary Statistics","3","  LLF","Lec","MWF","1100-1150","LUTR 376","Steckroth, J","0","Closed",
"7784","MATH 125","5","Elementary Statistics","3","  LLF","Lec","MWF","1200-1250","LUTR 376","Khalili, P","0","Closed",
"7785","MATH 125","6","Elementary Statistics","3","  LLF","Lec","MWF","1300-1350","LUTR 376","Steckroth, J","0","Closed",
"7786","MATH 125","7","Elementary Statistics","3","  LLF","Lec","MWF","1400-1450","LUTR 269","Tong, Z","0","Closed",
"7787","MATH 125","8","Elementary Statistics","3","  LLF","Lec","MWF","1500-1550","LUTR 376","Vasilyev, Y","0","Closed",
"7788","MATH 125","9","Elementary Statistics","3","  LLF","Lec","TR","1100-1215","LUTR 376","Tong, Z","0","Closed",
"7793","MATH 127","1","Elementary Cryptography","3","  LLF","Lec","MWF","1100-1150","MCM 210","Comer, M","0","Closed",
"7794","MATH 128","1","Intro-Mathematical Programming","3","  LLF","Lec","MW","1600-1715","LUTR 372","Martin, J","3","Open",
"7795","MATH 130","1","Precalculus","3","  LLF","Lec","MWF","0800-0850","LUTR 142","Chen, H","0","Closed",
"7796","MATH 130","2","Precalculus","3","  LLF","Lec","MWF","0900-0950","LUTR 142","Chen, H","0","Closed",
"7797","MATH 130","3","Precalculus","3","  LLF","Lec","MWF","1400-1450","LUTR 142","Vasilyev, Y","0","Closed",
"7798","MATH 130","4","Precalculus","3","  LLF","Lec","TR","0800-0915","LUTR 269","Vasilyeva, O","0","Closed",
"7799","MATH 130","5","Precalculus","3","  LLF","Lec","TR","1330-1445","FORBES 2015","Dobrescu, M","0","Closed",
"7800","MATH 131","1","Math for the Life Sciences","3","  LLF","Lec","MWF","1000-1050","LUTR 347","Bradie, B","1","Open",
"7801","MATH 135","1","Calculus for Busn/Social Sci","3","  LLF","Lec","MWF","0800-0850","LUTR 242","Wrayno, P","8","Open",
"7802","MATH 135","2","Calculus for Busn/Social Sci","3","  LLF","Lec","MWF","1500-1550","LUTR 347","Tong, Z","0","Closed",
"7803","MATH 135","3","Calculus for Busn/Social Sci","3","  LLF","Lec","TR","0930-1045","LUTR 269","Lenhart, S","0","Closed",
"7804","MATH 135","4","Calculus for Busn/Social Sci","3","  LLF","Lec","TR","1330-1445","FORBES 3012","Nailor, J","0","Closed",
"7805","MATH 135","5","Calculus for Busn/Social Sci","3","  LLF","Lec","TR","1500-1615","FORBES 3012","Nailor, J","0","Closed",
"7806","MATH 140","1","Calculus and Analytic Geometry","4","  LLF","Lec","MW; F","0800-0915; 0800-0850","LUTR 170; LUTR 170","Hallare, F","0","Closed",
"7807","MATH 140","2","Calculus and Analytic Geometry","4","  LLF","Lec","MW; F","0800-0915; 0800-0850","LUTR 269; LUTR 269","Comer, M","0","Closed",
"7808","MATH 140","3","Calculus and Analytic Geometry","4","  LLF","Lec","MW; F","1000-1115; 1000-1050","LUTR 352; LUTR 352","Dobrescu, M","0","Closed",
"7809","MATH 140","4","Calculus and Analytic Geometry","4","  LLF","Lec","MW; F","1200-1315; 1200-1250","LUTR 137; LUTR 137","Wrayno, P","0","Closed",
"7810","MATH 140","5","Calculus and Analytic Geometry","4","  LLF","Lec","MW; F","1400-1515; 1400-1450","LUTR 170; LUTR 170","Khalili, P","0","Closed",
"7811","MATH 240","1","Intermediate Calculus","4","  LLF","Lec","MW; F","1000-1115; 1000-1050","LUTR 269; LUTR 269","Perry, J","1","Open",
"7812","MATH 240","2","Intermediate Calculus","4","  LLF","Lec","MW; F","1200-1315; 1200-1250","LUTR 142; LUTR 142","Perry, J","0","Closed",
"7813","MATH 240","3","Intermediate Calculus","4","  LLF","Lec","MW; F","1400-1515; 1400-1450","LUTR 352; LUTR 352","Vasilyeva, O","0","Closed",
"7814","MATH 245","1","Proofs and Discrete Math","3","  AIIF  LLF","Lec","TR","1100-1215","FORBES 3012","Perry, J","7","Open",
"7815","MATH 250","1","Multivariable Calculus","3","  LLF","Lec","MWF","1100-1150","LUTR 372","Nailor, J","0","Closed",
"7816","MATH 260","1","Linear Algebra","3","  LLF","Lec","MWF","1200-1250","LUTR 372","Chen, H","0","Closed",
"7817","MATH 301","W1","WI: Writing in Mathematics","1","  LLF  WI","Lec","M","1000-1050","FORBES 2058","Comer, M","0","Closed",
"7818","MATH 320","1","Ordinary Differentl Equations","3","  LLF","Lec","MWF","1300-1350","LUTR 139","Bradie, B","0","Closed",
"8347","MATH 320","2","Ordinary Differentl Equations","3","  LLF","Lec","MWF","1300-1350","LUTR 264","Nailor, J","13","Open",
"8189","MATH 330","1","Graph Theory and Combinatorics","3","","Lec","TR","0930-1045","FORBES 3012","Wrayno, P","19","Open",
"7820","MATH 355","1","Complex Variables","3","  LLF","Lec","MWF","1200-1250","LUTR 269","Kennedy, C","0","Closed",
"7821","MATH 360","1","Real Analysis I","3","  AIIF  LLF","Lec","MWF","1100-1150","LUTR 142","Vasilyev, Y","4","Open",
"8235","MATH 395","1","SP TPC: Rings &amp; Fields","3","  LLF","Lec","MWF","1300-1350","LUTR 352","Kennedy, C","3","Open",
"7822","MATH 400","1","Math Meth-Operations Rsrch II","3","  LLF","Lec","MWF","0800-0850","LUTR 352","Carpenter, R","7","Open",
"7823","MATH 440","1","Mathematical Modeling","3","  LLF","Lec","MWF","0900-0950","LUTR 242","Vasilyeva, O","22","Open",
"7824","MATH 460","1","Real Analysis II","3","","Lec","TR","0930-1045","FORBES 2070C","Dobrescu, M","19","Open",
"8236","MATH 495","1","SP TPC: Rings &amp; Fields","3","  LLF","Lec","MWF","1300-1350","LUTR 352","Kennedy, C","1","Open",
"8361","MATH 499","1","Ind St: Computational Cell Bio","1 - 3","  LLF","Ind","","","ARR ","Carpenter, R","0","Closed",
"8362","MATH 499","2","IND St: Actuarial Math","1 - 3","  LLF","Ind","","","ARR ","Carpenter, R","0","Closed",
"8084","MATH 578","1","Elmntry Geomtry frm Adv Viewpt","3","  LLF","Lec","R","1800-2045","LUTR 352","Steckroth, J","4","Open",
"7509","MGMT 310","1","Leadership in Business","3","","Lec","MWF","1400-1450","MCM 162","Spranger, A","0","Closed",
"7510","MGMT 310","2","Leadership in Business","3","","Lec","MWF","1500-1550","MCM 162","Spranger, A","19","Open",
"7511","MGMT 330","1","Simulation Modeling for Bus","3","","Lec","MWF","1000-1050","LUTR 109","Hasbrouck, R","12","Open",
"7512","MGMT 330","2","Simulation Modeling for Bus","3","","Lec","MWF","1300-1350","LUTR 109","Hasbrouck, R","5","Open",
"7513","MGMT 355","1","Management Science","3","","Lec","MWF","0900-0950","LUTR 105","Shaltayev, D","0","Closed",
"7514","MGMT 355","2","Management Science","3","","Lec","MWF","1000-1050","LUTR 105","Shaltayev, D","0","Closed",
"7515","MGMT 454","1","Study Abroad in Management","3","","Lec","","","ARR ","Staff","0","Closed",
"7516","MGMT 480","1","Internship in Management","3","","Int","","","ARR ","Staff","0","Closed",
"7517","MGMT 491","W1","WI: Senior Sem in Management","3","  WI","Lec","TR","1100-1215","LUTR 269","McMahon, J","0","Closed",
"7518","MGMT 491","W2","WI: Senior Sem in Management","3","  WI","Lec","TR","1330-1445","LUTR 269","McMahon, J","5","Open",
"7519","MGMT 491","W3","WI: Senior Sem in Management","3","  WI","Lec","TR","1500-1615","LUTR 269","McMahon, J","0","Closed",
"7520","MGMT 499","1","IND ST: Hybrid Orgs &amp; NPOs","1 - 3","","Ind","","","ARR ","Staff","0","Closed",
"7521","MKTG 310","1","Interactive Marketing","3","","Lec","MWF","1400-1450","LUTR 137","Kim, D","0","Closed",
"7522","MKTG 310","2","Interactive Marketing","3","","Lec","TR","0930-1045","LUTR 142","Spiller, L","0","Closed",
"7523","MKTG 330","1","Digital Marketing","3","","Lec","MW","1600-1715","LUTR 105","Hettche, M","2","Open",
"7524","MKTG 330","2","Digital Marketing","3","","Lec","TR","1330-1445","LUTR 105","Hettche, M","0","Closed",
"7525","MKTG 420","1","Consumer Research","3","","Lec","MW","1600-1715","LUTR 137","Kim, D","5","Open",
"7526","MKTG 420","2","Consumer Research","3","","Lec","MW","1930-2045","LUTR 372","Kim, D","6","Open",
"7527","MKTG 454","1","Study Abroad in Marketing","3","","Lec","","","ARR ","Staff","0","Closed",
"7528","MKTG 470","W1","WI: Interactive Mktg Strategy","3","  WI","Lec","TR","1100-1215","LUTR 142","Spiller, L","0","Closed",
"7529","MKTG 470","W2","WI: Interactive Mktg Strategy","3","  WI","Lec","TR","1330-1445","LUTR 142","Spiller, L","3","Open",
"7530","MKTG 480","1","Internship in Marketing","3","","Int","","","ARR ","Staff","0","Closed",
"7531","MKTG 499","1","Independent Study","1 - 3","","Ind","","","ARR ","Staff","0","Closed",
"8371","MKTG 499","2","IND ST: Marketing","1 - 3","","Ind","","","ARR ","Spiller, L","0","Closed",
"7270","MLAN 203","1","European Folktale Tradition","3","  AICE","Lec","MWF","0800-0850","MCM 360","Ostrau, N","0","Closed",
"7271","MLAN 207","1","International Cinema","3","  AICE","Lec","MW","1600-1715","MCM 114","Calabrese, F","0","Closed",
"7272","MLAN 308","1","Cross Cultural Awareness","3","  AIGM","Lec","MWF","1400-1450","MCM 360","Siewe Seuchie, P","0","Closed",
"7273","MLAN 308","2","Cross Cultural Awareness","3","  AIGM","Lec","TR","0930-1045","MCM 362","Lynam, J","0","Closed",
"8360","MLAN 308","3","Cross Cultural Awareness","3","  AIGM","Lec","TR","1500-1615","MCM 364","Lynam, J","24","Open",
"7274","MLAN 310","1","Texts in Context","3","  AICE","Lec","MWF","1300-1350","MCM 310","Ostrau, N","0","Closed",
"7275","MLAN 490","W1","WI: Capstone Crse-Modern Lang","3","  WI","Lec","TR","1630-1745","MCM 364","Larson, S","6","Open",
"8085","MLAN 511","1","Advanced Strategies in TESOL","3","","Lec","W","1600-1845","MCM 316","Grau, M","0","Closed",
"8345","MLAN 511","2","Advanced Strategies in TESOL","3","","Lec","M","1700-1945","MCM 316","Grau, M","6","Open",
"7874","MLSC 101","1","Leadership/Personal Developmen","2","","Lec","","","ARR ","Fee, S","0","Closed",
"7383","MLSC 102","1","Intro to Tactical Leadership","2","","Lec","TR","1100-1215","MCM 112","Fee, S","19","Open",
"7384","MLSC 102L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Fee, S","19","Open",
"7385","MLSC 202","1","Foundat of Tactical Leadership","2","","Lec","TR","1330-1445","MCM 162","Staff","12","Open",
"7386","MLSC 202L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Staff","12","Open",
"7387","MLSC 302","1","Ldshp in Changing Environments","3","","Lec","TR","1100-1215","MCM 162","Scherich, C","19","Open",
"8328","MLSC 302","2","Ldshp in Changing Environments","3","","Lec","TR","0800-0915","ARR ","Scherich, C","0","Closed",
"7388","MLSC 302L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Scherich, C","19","Open",
"7389","MLSC 402","1","Leadership in a Complex World","3","","Lec","TR","1330-1445","MCM 112","Kimbrough, J","17","Open",
"7390","MLSC 402L","1","Leadership Lab","1","","Lab","W","1500-1715","ARR ","Kimbrough, J","17","Open",
"7001","MUSC 012","1","Performance Attendance","0","","Fie","","","ARR ","Reimer, M","34","Open",
"7002","MUSC 101","1","Wind Ensemble","1","  AICE","Lab","TR","1630-1800","FERG A100","Reimer, M","7","Open",
"7003","MUSC 102","1","University Orchestra","1","  AICE","Lab","MW","1800-1950","FERG A100","Thompson, J","20","Open",
"8248","MUSC 103","1","Jazz Ensemble","1","  AICE","Lab","MWF","1300-1350","FERG A100","Rossum, K","5","Open",
"7006","MUSC 104","3","Chamber Ensemble: Trombone","1","","Lab","","","ARR ","Lopez, J","1","Open",
"7007","MUSC 105","1","Chamber Choir","1","  AICE","Lab","MWF","1300-1450","FERG A183","Fowler, L","1","Open",
"7008","MUSC 106","1","Women&#39;s Chorus","1","  AICE","Lab","TR","0930-1045","FERG A100","Fowler, L","6","Open",
"7009","MUSC 108","1","Jazz Combo","1","","Lab","T","1930-2130","FERG A183","Whitaker, E","7","Open",
"7010","MUSC 108","2","Jazz Combo","1","","Lab","M","1930-2130","FERG A183","Sully, B","10","Open",
"7011","MUSC 111","1","Guitar Orchestra","1","  AICE","Lab","MW","1615-1745","FERG A183","Boyles, J","11","Open",
"7012","MUSC 114","1","University Band","1","  AICE","Lab","MW","1600-1750","FERG A100","Lopez, J","80","Open",
"7013","MUSC 116","1","Elementary Keyboard Skills","1","","Lab","TR","0800-0915","FERG 213","Reger, J","12","Open",
"7014","MUSC 116","2","Elementary Keyboard Skills","1","","Lab","TR","0930-1045","FERG 213","Tomassetti, E","3","Open",
"7015","MUSC 117","1","Men&#39;s Chorus","1","  AICE","Lab","TR","1100-1215","FERG A183","Frook, S","15","Open",
"7016","MUSC 120","1","Saxophone Ensemble","1","","Lab","","","FERG A183","Richmond, J","1","Open",
"7017","MUSC 122","1","String Chamber Music","1","","Lab","","","FERG A183","Greydanus, P","0","Closed",
"7018","MUSC 123","1","Pep Band","0 - 1","","Lab","W","2000-2200","FERG A100","Lopez, J","16","Open",
"7019","MUSC 124","1","Percussion Ensemble","1","","Lab","MWF","1500-1550","FERG A100","Bowman, J","12","Open",
"7020","MUSC 126","1","Elementary Improve Skills II","1","","Lab","M","0800-0850","FERG A100","Sully, B","25","Open",
"7021","MUSC 200","1","Music Technology","1","","Lec","MWF","1100-1150","FERG 213","Bowman, J","2","Open",
"7022","MUSC 200","2","Music Technology","1","","Lec","TR","1830-1945","FERG 213","Bowman, J","4","Open",
"7023","MUSC 210","1","Elementary Ear Training","1","","Lab","TR","0800-0915","FERG 210","Lopez, J","7","Open",
"7024","MUSC 210","2","Elementary Ear Training","1","","Lab","TR","1100-1215","FERG 210","Bowman, J","7","Open",
"7025","MUSC 212","1","Tonal Harmony &amp; Voice-Leading","3","","Lec","MWF","1000-1050","FERG 210","Bowman, J","4","Open",
"7026","MUSC 216","1","Advanced Keyboard Skills","1","","Lab","TR","1330-1445","FERG 213","Tomassetti, E","7","Open",
"7029","MUSC 230","1","Woodwind Instrument Techniques","1","","Lab","MWF","0900-0950","FERG A100","Richmond, J","4","Open",
"7030","MUSC 250","1","String Instrument Techniques","1","","Lab","TR","1500-1615","FERG A183","Ankney, K","0","Closed",
"7031","MUSC 261","1","Opera Workshop","1","","Lab","MWF","1500-1550","FERG A183","Mooney, C","9","Open",
"7032","MUSC 266","1","Foreign Language Diction II","1","","Lec","MWF","1100-1150","FERG A182","Mooney, C","3","Open",
"7033","MUSC 304","1","History of Western Music II","3","","Lec","TR","1100-1215","FERG 208","Ward-Griffin, M","12","Open",
"7034","MUSC 306","1","Global Transformations","3","  AIGM","Lec","TR","0930-1045","FERG 207","Reger, J","25","Open",
